Solving the file: X-n336-k84.vrp
PyVRP v0.10.1

Solving an instance with:
    1 depot
    335 clients
    335 vehicles (1 vehicle type)

                  |       Feasible        |      Infeasible
    98000   2957s |  49    87422    86952 |  27    87771    87501
    98500   2973s |  27    87229    86952 |  57    88919    88150
    99000   2987s |  35    87338    86952 |  57    88839    88239
    99500   3002s |  47    87442    86952 |  53    88483    87627
   100000   3017s |  44    87354    86952 |  64    89690    88939
   100500   3032s |  45    87439    86952 |  30    89409    89075
   101000   3047s |  38    87330    86952 |  45    89237    88593
   101500   3062s |  54    87266    86952 |  37    88356    87837
   102000   3078s |  32    87540    86952 |  26    88015    87609
   102500   3093s |  32    87398    86952 |  34    88795    88348
   103000   3108s |  40    87281    86952 |  34    88196    87691
R                 |        restart        |        restart
   103500   3131s |  31   113412    88836 |  59    91361    89466
   104000   3153s |  34   110961    88478 |  64    90784    89591
   104500   3176s |  34   110802    88225 |  31    89025    88631
   105000   3198s |  60   101393    88225 |  54    90560    88675
   105500   3221s |  63   100609    88225 |  59    90663    88676
   106000   3243s |  28   115363    88141 |  61    88968    88400
   106500   3265s |  43   106120    88141 |  54    90033    89287
   107000   3287s |  48   104308    88132 |  57    90164    89012
   107500   3308s |  52   103123    88132 |  61    90392    88584
   108000   3329s |  61   100816    88086 |  60    89523    88401
   108500   3350s |  58   101488    88071 |  30    89098    88562
   109000   3371s |  27   116126    88065 |  28    89157    88602
   109500   3390s |  31   112493    88061 |  32    88751    88295
   110000   3410s |  57   101583    88045 |  55    89918    88781
   110500   3431s |  61   100714    87984 |  59    90590    89138
   111000   3451s |  45   105044    87930 |  42    90401    89232
   111500   3471s |  59    88273    87923 |  36    89308    88598
   112000   3490s |  49    88284    87822 |  54    89960    88355
   112500   3508s |  50    88251    87822 |  61    88555    88101
   113000   3527s |  64    88182    87746 |  55    89564    88933
   113500   3545s |  55    88103    87746 |  31    89184    88600
   114000   3565s |  45    88080    87708 |  49    89373    88605
   114500   3583s |  64    88191    87708 |  38    89111    88639

Search terminated in 3600.01s after 114962 iterations.
Best-found solution has cost 86952.

Solution results
================
    # routes: 50
   # clients: 547
   objective: 86952
    distance: 86952
    duration: 86952
# iterations: 114962
    run-time: 3600.01 seconds

Solving the file: X-n561-k42.vrp
PyVRP v0.10.1

Solving an instance with:
    1 depot
    560 clients
    560 vehicles (1 vehicle type)

                  |       Feasible        |      Infeasible
    Iters    Time |   #      Avg     Best |   #      Avg     Best
H     500     36s |  48    52734    44007 |  63    44022    43548
H    1000     65s |  61    50722    43875 |  54    44112    43768
H    1500    105s |  65    50177    43652 |  44    44027    43578
H    2000    146s |  36    55282    43541 |  30    41901    41258
     2500    181s |  25    43838    43541 |  46    42699    41599
     3000    210s |  49    43913    43541 |  27    43260    42958
H    3500    244s |  57    44607    43483 |  56    42063    41293
H    4000    275s |  61    44107    43434 |  48    43347    42940
H    4500    311s |  52    44490    43372 |  25    41797    41268
H    5000    346s |  38    43797    43350 |  40    43259    42856
H    5500    391s |  26    43597    43303 |  32    43202    42882
H    6000    437s |  61    44213    43262 |  60    37758    36516
     6500    470s |  61    43671    43262 |  35    43170    42834
H    7000    494s |  37    43440    43160 |  47    43089    42735
H    7500    527s |  38    43424    43141 |  52    43706    42800
     8000    585s |  28    43932    43141 |  34    42147    41235
H    8500    633s |  26    43366    43115 |  59    43700    42893
H    9000    669s |  36    43303    43095 |  54    36792    27003
H    9500    717s |  29    43366    43088 |  51    43314    42774
H   10000    771s |  52    43769    43085 |  47    30379    26838
H   10500    826s |  26    43319    43074 |  36    41653    41048
H   11000    872s |  56    43378    43060 |  46    38107    27013
H   11500    924s |  29    43476    43056 |  41    34576    31917
H   12000    963s |  25    43188    43045 |  61    43301    42846
    12500   1016s |  42    43924    43045 |  65    37894    36179
H   13000   1065s |  60    43592    43043 |  42    36170    27176
    13500   1116s |  55    43955    43043 |  63    41910    40921
    14000   1162s |  62    44019    43043 |  47    45553    42860
H   14500   1216s |  57    44072    43039 |  28    41654    40995
H   15000   1261s |  59    43917    43037 |  60    42086    41249
    15500   1316s |  34    43895    43037 |  42    38078    36536
H   16000   1363s |  48    43541    43026 |  53    33674    32117
    16500   1415s |  62    44338    43026 |  46    38249    36527
    17000   1465s |  28    43467    43026 |  61    33873    31904
H   17500   1515s |  46    44049    43021 |  46    37498    36460
    18000   1572s |  54    44352    43021 |  30    37585    36465
H   18500   1600s |  54    43258    43017 |  54    42901    42607
H   19000   1655s |  42    44029    43014 |  27    41872    41169
    19500   1703s |  51    43609    43014 |  60    44793    42829
H   20000   1754s |  37    43904    43010 |  45    41934    41160
H   20500   1792s |  47    43362    43009 |  39    43426    42882
    21000   1841s |  60    43859    43009 |  39    44866    42868
H   21500   1895s |  59    44234    43007 |  56    41782    41063
    22000   1952s |  62    44278    43007 |  49    38087    36467
    22500   2004s |  55    43913    43007 |  46    44904    42922
    23000   2047s |  35    43371    43007 |  48    38235    27182
    23500   2107s |  36    43232    43007 |  36    30823    26592
    24000   2160s |  28    43165    43007 |  38    30775    26975
    24500   2222s |  41    43730    43007 |  37    41841    41061
    25000   2272s |  38    43469    43007 |  36    45166    42994
H   25500   2329s |  60    44038    43006 |  49    42052    41297
H   26000   2383s |  54    43662    43005 |  41    36003    27040
    26500   2452s |  46    44097    43005 |  36    42881    41245
    27000   2505s |  56    43799    43005 |  25    43445    42777
    27500   2562s |  42    43676    43005 |  41    42106    41025
    28000   2629s |  63    43645    43005 |  60    35556    26866
    28500   2685s |  59    44289    43005 |  28    42075    41206
    29000   2740s |  45    43795    43005 |  29    41582    41138
    29500   2792s |  65    43357    43005 |  29    33580    32027
    30000   2840s |  50    44087    43005 |  32    45297    42973
    30500   2895s |  49    44179    43005 |  43    38070    36480
    31000   2950s |  37    43883    43005 |  31    34397    31934
    31500   3000s |  63    43308    43005 |  64    34036    27130
    32000   3054s |  29    43323    43005 |  54    43782    42777
    32500   3114s |  57    43944    43005 |  48    42081    41198
    33000   3159s |  26    43160    43005 |  60    43285    42788
    33500   3215s |  56    43467    43005 |  41    43392    42738
    34000   3270s |  27    43295    43005 |  63    33601    31991
    34500   3327s |  47    44090    43005 |  49    37981    36340
    35000   3382s |  63    43806    43005 |  32    30996    27007
    35500   3440s |  49    44212    43005 |  62    37903    36544
    36000   3499s |  34    43322    43005 |  41    43828    42767
    36500   3556s |  42    43292    43005 |  63    36828    27142

Search terminated in 3600.04s after 36889 iterations.
Best-found solution has cost 43005.

Solution results
================
    # routes: 42
   # clients: 560
   objective: 43005
    distance: 43005
    duration: 43005
# iterations: 36889
    run-time: 3600.04 seconds

Solving the file: X-n573-k30.vrp
PyVRP v0.10.1

Solving an instance with:
    1 depot
    572 clients
    572 vehicles (1 vehicle type)

                  |       Feasible        |      Infeasible
    Iters    Time |   #      Avg     Best |   #      Avg     Best
H     500     43s |  33    77055    51792 |  47    52914    51920
H    1000     85s |  38    73842    51560 |  58    52243    51738
H    1500    127s |  33    76787    51542 |  44    52552    51743
H    2000    169s |  31    78567    51482 |  25    51961    51724
H    2500    216s |  28    81195    51365 |  25    50109    49367
H    3000    258s |  33    76770    51323 |  54    52346    51171
H    3500    327s |  55    66836    51304 |  30    51645    51174
H    4000    376s |  56    66479    51291 |  40    52199    51541
     4500    425s |  57    66377    51291 |  57    51775    51082
H    5000    479s |  58    66032    51277 |  29    44370    40244
H    5500    531s |  33    76586    51226 |  44    52232    51290
H    6000    579s |  58    65946    51195 |  53    52038    51415
H    6500    643s |  58    51807    51148 |  65    45198    28614
     7000    759s |  49    51729    51148 |  32    51931    50918
H    7500    846s |  36    51468    51140 |  49    34775    28770
H    8000    893s |  25    51197    51139 |  63    51327    50637
H    8500    925s |  61    51609    51132 |  41    51234    50965
H    9000    985s |  50    51565    51125 |  43    52540    50643
H    9500   1096s |  47    51573    51119 |  36    42498    40264
H   10000   1229s |  36    51384    51099 |  46    32153    28637
H   10500   1282s |  25    51208    51091 |  29    51085    50666
    11000   1374s |  35    51503    51091 |  64    52116    51012
H   11500   1468s |  55    51728    51072 |  38    51068    49501
    12000   1561s |  59    51539    51072 |  39    51299    50739
    12500   1676s |  55    51635    51072 |  36    43802    40109
H   13000   1759s |  50    51559    51071 |  29    32494    22599
    13500   1838s |  36    51376    51071 |  61    51105    50662
    14000   1967s |  25    51121    51071 |  25    50089    49107
H   14500   2096s |  32    51443    51062 |  64    31722    28581
    15000   2156s |  61    51505    51062 |  43    51486    50957
    15500   2278s |  53    51908    51062 |  35    53156    50896
H   16000   2410s |  34    51279    51052 |  37    34593    28464
    16500   2526s |  50    51732    51052 |  41    52939    51048
H   17000   2590s |  47    51522    51038 |  54    51208    50719
H   17500   2650s |  28    51281    51036 |  61    42473    40187
    18000   2747s |  60    51813    51036 |  59    55557    50900
H   18500   2899s |  51    51860    51021 |  28    50191    49180
    19000   3043s |  45    51689    51021 |  38    50170    49032
    19500   3160s |  37    51309    51021 |  38    54201    50879
    20000   3284s |  49    51748    51021 |  40    55713    51260
H   20500   3396s |  64    51347    51014 |  29    36520    28742
    21000   3510s |  49    51471    51014 |  27    51147    50610

Search terminated in 3600.16s after 21349 iterations.
Best-found solution has cost 51014.

Solution results
================
    # routes: 30
   # clients: 572
